	chr	end	ensemblgene	start	strand
ENSMUSG00000003863	7	45016443	ENSMUSG00000003863	44988546	-1
ENSMUSG00000003865	7	45106043	ENSMUSG00000003865	45084268	1
ENSMUSG00000003868	7	45087520	ENSMUSG00000003868	45071184	-1
ENSMUSG00000003873	7	45116322	ENSMUSG00000003873	45111121	-1
ENSMUSG00000003923	10	71074110	ENSMUSG00000003923	71061294	-1
ENSMUSG00000003948	11	90169415	ENSMUSG00000003948	90140282	1
ENSMUSG00000003992	13	91851548	ENSMUSG00000003992	91608402	1
ENSMUSG00000004018	11	26421876	ENSMUSG00000004018	26336135	1
ENSMUSG00000004032	3	107806002	ENSMUSG00000004032	107803137	1
ENSMUSG00000004035	3	107839133	ENSMUSG00000004035	107833650	-1
ENSMUSG00000004040	11	100830366	ENSMUSG00000004040	100775924	-1
ENSMUSG00000004043	11	100775995	ENSMUSG00000004043	100750177	1
ENSMUSG00000004044	11	100861713	ENSMUSG00000004044	100847559	-1
ENSMUSG00000004056	7	27340251	ENSMUSG00000004056	27290977	1
ENSMUSG00000004085	2	72272954	ENSMUSG00000004085	72115981	1
ENSMUSG00000004096	9	14421873	ENSMUSG00000004096	14411913	1
ENSMUSG00000004098	9	20726363	ENSMUSG00000004098	20681346	-1
ENSMUSG00000004099	9	20871184	ENSMUSG00000004099	20818505	-1
ENSMUSG00000004100	9	20803474	ENSMUSG00000004100	20799471	1
ENSMUSG00000004105	2	33137729	ENSMUSG00000004105	33106081	1
ENSMUSG00000004127	3	137865582	ENSMUSG00000004127	137849209	1
ENSMUSG00000004151	12	38920483	ENSMUSG00000004151	38829379	1
ENSMUSG00000004207	10	60138376	ENSMUSG00000004207	60113449	1
ENSMUSG00000004221	X	73497460	ENSMUSG00000004221	73436896	1
ENSMUSG00000004233	3	99146502	ENSMUSG00000004233	99048384	1
ENSMUSG00000004263	6	124733487	ENSMUSG00000004263	124719507	-1
ENSMUSG00000004264	6	124693913	ENSMUSG00000004264	124689299	1
ENSMUSG00000004267	6	124746636	ENSMUSG00000004267	124737016	-1
ENSMUSG00000004268	6	124689141	ENSMUSG00000004268	124681048	-1
ENSMUSG00000004270	6	124681381	ENSMUSG00000004270	124639990	1
ENSMUSG00000004285	6	29470511	ENSMUSG00000004285	29467717	1
ENSMUSG00000004317	X	7185597	ENSMUSG00000004317	7020049	-1
ENSMUSG00000004319	8	61436334	ENSMUSG00000004319	61363423	-1
ENSMUSG00000004356	10	88662666	ENSMUSG00000004356	88582469	-1
ENSMUSG00000004360	10	29106775	ENSMUSG00000004360	29087602	1
ENSMUSG00000004364	1	80318197	ENSMUSG00000004364	80242640	-1
ENSMUSG00000004371	7	4785858	ENSMUSG00000004371	4775372	-1
ENSMUSG00000004383	8	74080168	ENSMUSG00000004383	73541227	-1
ENSMUSG00000004393	11	6217772	ENSMUSG00000004393	6208919	-1
ENSMUSG00000004394	11	6224870	ENSMUSG00000004394	6220369	-1
ENSMUSG00000004446	6	120893814	ENSMUSG00000004446	120868891	-1
ENSMUSG00000004451	1	119432524	ENSMUSG00000004451	119398035	-1
ENSMUSG00000004455	5	122313336	ENSMUSG00000004455	122296341	1
ENSMUSG00000004473	7	43956326	ENSMUSG00000004473	43952111	-1
ENSMUSG00000004500	7	12708163	ENSMUSG00000004500	12699765	1
ENSMUSG00000004508	7	96958153	ENSMUSG00000004508	96730793	1
ENSMUSG00000004530	5	114046819	ENSMUSG00000004530	113980497	-1
ENSMUSG00000004535	6	52743765	ENSMUSG00000004535	52690714	1
ENSMUSG00000004552	1	131603243	ENSMUSG00000004552	131566044	1
ENSMUSG00000004558	14	52151615	ENSMUSG00000004558	52142728	-1
ENSMUSG00000004561	14	52130496	ENSMUSG00000004561	52122299	1
ENSMUSG00000004562	14	52243708	ENSMUSG00000004562	52222176	1
ENSMUSG00000004565	8	3594267	ENSMUSG00000004565	3565384	1
ENSMUSG00000004567	8	3565232	ENSMUSG00000004567	3550457	1
ENSMUSG00000004568	8	3506601	ENSMUSG00000004568	3403415	1
ENSMUSG00000004591	3	142587765	ENSMUSG00000004591	142496663	-1
ENSMUSG00000004610	7	43107224	ENSMUSG00000004610	43093507	1
ENSMUSG00000004626	8	3693644	ENSMUSG00000004626	3680955	1
ENSMUSG00000004631	6	4747207	ENSMUSG00000004631	4674350	-1
ENSMUSG00000004637	8	116079447	ENSMUSG00000004637	115166395	1
ENSMUSG00000004642	5	33809918	ENSMUSG00000004642	33792296	-1
ENSMUSG00000004655	6	55325540	ENSMUSG00000004655	55313417	1
ENSMUSG00000004665	10	79831896	ENSMUSG00000004665	79824418	1
ENSMUSG00000004667	10	79875629	ENSMUSG00000004667	79871783	-1
ENSMUSG00000004677	8	71813357	ENSMUSG00000004677	71725358	1
ENSMUSG00000004698	12	34967094	ENSMUSG00000004698	34097579	-1
ENSMUSG00000004768	1	33781645	ENSMUSG00000004768	33758968	1
ENSMUSG00000004771	9	64645040	ENSMUSG00000004771	64622581	-1
ENSMUSG00000004788	12	85273402	ENSMUSG00000004788	85266255	1
ENSMUSG00000004789	12	85181619	ENSMUSG00000004789	85157607	1
ENSMUSG00000004791	12	85224564	ENSMUSG00000004791	85213409	-1
ENSMUSG00000004798	11	61745899	ENSMUSG00000004798	61666475	-1
ENSMUSG00000004815	5	108817538	ENSMUSG00000004815	108794559	-1
ENSMUSG00000004846	5	137025502	ENSMUSG00000004846	137015873	1
ENSMUSG00000004849	5	137074989	ENSMUSG00000004849	137063847	-1
ENSMUSG00000004872	1	78173771	ENSMUSG00000004872	78077904	-1
ENSMUSG00000004880	1	181670611	ENSMUSG00000004880	181642900	-1
ENSMUSG00000004885	3	87860683	ENSMUSG00000004885	87855973	1
ENSMUSG00000004891	3	87887758	ENSMUSG00000004891	87878385	1
ENSMUSG00000004895	3	87792915	ENSMUSG00000004895	87766210	-1
ENSMUSG00000004896	3	87838024	ENSMUSG00000004896	87829908	-1
ENSMUSG00000004897	3	87823439	ENSMUSG00000004897	87813628	1
ENSMUSG00000004929	10	80918393	ENSMUSG00000004929	80905869	1
ENSMUSG00000004931	10	81109080	ENSMUSG00000004931	81102794	1
ENSMUSG00000004934	10	81003757	ENSMUSG00000004934	80989100	-1
ENSMUSG00000004936	9	64160913	ENSMUSG00000004936	64093052	-1
ENSMUSG00000004937	10	80896015	ENSMUSG00000004937	80879909	-1
ENSMUSG00000004947	5	136061726	ENSMUSG00000004947	136023654	1
ENSMUSG00000004951	5	135918417	ENSMUSG00000004951	135916773	1
ENSMUSG00000004952	5	136140714	ENSMUSG00000004952	136112770	1
ENSMUSG00000004980	6	51446874	ENSMUSG00000004980	51437912	-1
ENSMUSG00000004988	6	117914653	ENSMUSG00000004988	117910520	-1
ENSMUSG00000004994	8	84997009	ENSMUSG00000004994	84984424	-1
ENSMUSG00000004996	8	84983955	ENSMUSG00000004996	84976535	-1
ENSMUSG00000005034	3	146518745	ENSMUSG00000005034	146435329	-1
ENSMUSG00000005043	11	119246362	ENSMUSG00000005043	119234251	-1
ENSMUSG00000005054	10	78263456	ENSMUSG00000005054	78261503	1
ENSMUSG00000005057	5	136275410	ENSMUSG00000005057	136247001	-1
ENSMUSG00000005069	6	124392026	ENSMUSG00000005069	124373775	-1
ENSMUSG00000005078	12	72148235	ENSMUSG00000005078	72132363	1
ENSMUSG00000005087	2	102732010	ENSMUSG00000005087	102641486	-1
ENSMUSG00000005102	2	118305715	ENSMUSG00000005102	118219099	1
ENSMUSG00000005103	5	38720564	ENSMUSG00000005103	38684156	-1
ENSMUSG00000005107	5	38660486	ENSMUSG00000005107	38506616	-1
ENSMUSG00000005124	15	66795050	ENSMUSG00000005124	66763169	1
ENSMUSG00000005125	15	66841489	ENSMUSG00000005125	66801167	-1
ENSMUSG00000005131	9	53345702	ENSMUSG00000005131	53313625	1
ENSMUSG00000005142	8	85824911	ENSMUSG00000005142	85809899	1
ENSMUSG00000005148	14	99552472	ENSMUSG00000005148	99536127	1
ENSMUSG00000005150	8	85807935	ENSMUSG00000005150	85801664	-1
ENSMUSG00000005161	8	85701463	ENSMUSG00000005161	85696216	1
ENSMUSG00000005198	11	69649463	ENSMUSG00000005198	69624823	-1
ENSMUSG00000005204	11	69572910	ENSMUSG00000005204	69563941	-1
ENSMUSG00000005225	6	54622824	ENSMUSG00000005225	54572096	1
ENSMUSG00000005233	2	69036538	ENSMUSG00000005233	69024239	-1
ENSMUSG00000005237	11	69439936	ENSMUSG00000005237	69311635	-1
ENSMUSG00000005267	11	62622731	ENSMUSG00000005267	62591182	-1
ENSMUSG00000005299	5	33940161	ENSMUSG00000005299	33897017	-1
ENSMUSG00000005312	13	58363467	ENSMUSG00000005312	58323970	-1
ENSMUSG00000005354	15	77813206	ENSMUSG00000005354	77799247	-1
ENSMUSG00000005355	10	78554128	ENSMUSG00000005355	78547825	-1
ENSMUSG00000005357	10	78650599	ENSMUSG00000005357	78616330	1
ENSMUSG00000005360	15	8740248	ENSMUSG00000005360	8663608	-1
ENSMUSG00000005362	6	106777038	ENSMUSG00000005362	106757162	-1
ENSMUSG00000005374	5	135194614	ENSMUSG00000005374	135178511	1
ENSMUSG00000005378	5	135093813	ENSMUSG00000005378	135081811	-1
ENSMUSG00000005397	13	13686854	ENSMUSG00000005397	13612136	1
ENSMUSG00000005410	8	75855067	ENSMUSG00000005410	75836197	1
ENSMUSG00000005413	8	75827217	ENSMUSG00000005413	75820249	1
ENSMUSG00000005417	11	59671686	ENSMUSG00000005417	59552131	1
ENSMUSG00000005442	7	24993584	ENSMUSG00000005442	24967129	1
ENSMUSG00000005447	7	24997411	ENSMUSG00000005447	24994474	-1
ENSMUSG00000005469	8	84723072	ENSMUSG00000005469	84699622	1
ENSMUSG00000005470	8	84696826	ENSMUSG00000005470	84682136	1
ENSMUSG00000005481	8	84453521	ENSMUSG00000005481	84441806	1
ENSMUSG00000005483	8	84339282	ENSMUSG00000005483	84334822	1
ENSMUSG00000005501	1	87936273	ENSMUSG00000005501	87872841	-1
ENSMUSG00000005505	2	90741970	ENSMUSG00000005505	90735084	1
ENSMUSG00000005506	2	90849842	ENSMUSG00000005506	90770727	1
ENSMUSG00000005510	2	90735171	ENSMUSG00000005510	90724978	-1
ENSMUSG00000005514	5	135764180	ENSMUSG00000005514	135698887	1
ENSMUSG00000005533	7	67883416	ENSMUSG00000005533	67602575	1
ENSMUSG00000005534	8	3329617	ENSMUSG00000005534	3172061	-1
ENSMUSG00000005566	7	12764962	ENSMUSG00000005566	12733041	1
ENSMUSG00000005575	7	12772202	ENSMUSG00000005575	12769047	-1
ENSMUSG00000005583	13	83815199	ENSMUSG00000005583	83652153	1
ENSMUSG00000005609	7	110655584	ENSMUSG00000005609	110628158	1
ENSMUSG00000005610	7	110682237	ENSMUSG00000005610	110666957	-1
ENSMUSG00000005611	7	110581668	ENSMUSG00000005611	110467473	-1
ENSMUSG00000005621	7	80694912	ENSMUSG00000005621	80643429	1
ENSMUSG00000005625	3	94949925	ENSMUSG00000005625	94940005	-1
ENSMUSG00000005656	12	54842488	ENSMUSG00000005656	54793134	-1
ENSMUSG00000005667	6	83302890	ENSMUSG00000005667	83282673	-1
ENSMUSG00000005674	1	171050083	ENSMUSG00000005674	171043580	-1
ENSMUSG00000005681	1	171053948	ENSMUSG00000005681	171052623	1
ENSMUSG00000005682	10	128157227	ENSMUSG00000005682	128139204	1
ENSMUSG00000005683	10	128198348	ENSMUSG00000005683	128173603	1
ENSMUSG00000005686	7	110411612	ENSMUSG00000005686	110367413	1
ENSMUSG00000005687	3	103086482	ENSMUSG00000005687	103078971	1
ENSMUSG00000005698	8	106409554	ENSMUSG00000005698	106363200	1
ENSMUSG00000005699	8	106430128	ENSMUSG00000005699	106427780	1
ENSMUSG00000005705	8	106364025	ENSMUSG00000005705	106293330	-1
ENSMUSG00000005774	3	94868872	ENSMUSG00000005774	94861386	1
ENSMUSG00000005779	3	94794272	ENSMUSG00000005779	94791404	-1
ENSMUSG00000005802	2	122544583	ENSMUSG00000005802	122523153	-1
ENSMUSG00000005803	2	122651489	ENSMUSG00000005803	122607157	1
ENSMUSG00000005804	2	122591395	ENSMUSG00000005804	122580423	1
ENSMUSG00000005813	3	138195276	ENSMUSG00000005813	138164717	-1
ENSMUSG00000005881	2	155860199	ENSMUSG00000005881	155849965	1
ENSMUSG00000005882	2	155772230	ENSMUSG00000005882	155688814	-1
ENSMUSG00000005886	1	13444307	ENSMUSG00000005886	13209329	-1
ENSMUSG00000005893	6	92151275	ENSMUSG00000005893	92068371	1
ENSMUSG00000005897	10	94033073	ENSMUSG00000005897	93983885	1
ENSMUSG00000005907	5	3687232	ENSMUSG00000005907	3646066	1
ENSMUSG00000005947	11	73038272	ENSMUSG00000005947	72981409	1
ENSMUSG00000005949	11	73089868	ENSMUSG00000005949	73074422	-1
ENSMUSG00000005950	11	73063511	ENSMUSG00000005950	73051247	1
ENSMUSG00000005951	11	73115337	ENSMUSG00000005951	73090286	1
ENSMUSG00000005968	3	94566179	ENSMUSG00000005968	94520064	-1
ENSMUSG00000005973	2	105229664	ENSMUSG00000005973	105216636	-1
ENSMUSG00000006005	1	150325686	ENSMUSG00000006005	150268589	1
ENSMUSG00000006007	1	150209657	ENSMUSG00000006007	150195168	1
ENSMUSG00000006010	1	150268831	ENSMUSG00000006010	150237056	-1
ENSMUSG00000006014	1	150341916	ENSMUSG00000006014	150325163	-1
ENSMUSG00000006019	7	15955962	ENSMUSG00000006019	15931072	-1
ENSMUSG00000006021	7	15861441	ENSMUSG00000006021	15853820	1
ENSMUSG00000006024	7	15851900	ENSMUSG00000006024	15832383	1
ENSMUSG00000006056	11	96002790	ENSMUSG00000006056	95990152	-1
ENSMUSG00000006057	11	95966496	ENSMUSG00000006057	95959678	-1
ENSMUSG00000006058	11	95938256	ENSMUSG00000006058	95925711	1
ENSMUSG00000006095	7	29931697	ENSMUSG00000006095	29923556	-1
ENSMUSG00000006127	11	75539697	ENSMUSG00000006127	75521814	1
ENSMUSG00000006154	7	4483486	ENSMUSG00000006154	4463673	1
ENSMUSG00000006169	11	45801452	ENSMUSG00000006169	45742791	1
ENSMUSG00000006191	13	30039657	ENSMUSG00000006191	29375729	-1
ENSMUSG00000006205	7	130587390	ENSMUSG00000006205	130537841	1
ENSMUSG00000006215	4	141195241	ENSMUSG00000006215	141171965	1
ENSMUSG00000006219	4	141333407	ENSMUSG00000006219	141303373	-1
ENSMUSG00000006221	4	141152622	ENSMUSG00000006221	141148090	1
ENSMUSG00000006241	9	21847168	ENSMUSG00000006241	21838767	1
ENSMUSG00000006262	5	88912079	ENSMUSG00000006262	88868714	1
ENSMUSG00000006273	8	69566363	ENSMUSG00000006273	69541298	1
ENSMUSG00000006276	8	73175304	ENSMUSG00000006276	73094843	-1
ENSMUSG00000006281	14	51108017	ENSMUSG00000006281	51061516	-1
ENSMUSG00000006288	14	51022976	ENSMUSG00000006288	51002872	-1
ENSMUSG00000006289	14	51162350	ENSMUSG00000006289	51143935	-1
ENSMUSG00000006299	1	74323897	ENSMUSG00000006299	74318999	-1
ENSMUSG00000006301	1	74344781	ENSMUSG00000006301	74327406	-1
ENSMUSG00000006304	1	74307368	ENSMUSG00000006304	74275243	1
ENSMUSG00000006307	7	30288151	ENSMUSG00000006307	30268283	-1
ENSMUSG00000006315	7	30428965	ENSMUSG00000006315	30427126	-1
ENSMUSG00000006333	7	3709896	ENSMUSG00000006333	3706992	1
ENSMUSG00000006335	7	3632928	ENSMUSG00000006335	3623323	-1
ENSMUSG00000006342	10	75479842	ENSMUSG00000006342	75472540	-1
ENSMUSG00000006344	10	75453034	ENSMUSG00000006344	75425174	1
ENSMUSG00000006356	12	113109126	ENSMUSG00000006356	113103856	1
ENSMUSG00000006360	12	113117499	ENSMUSG00000006360	113109936	1
ENSMUSG00000006369	15	85170736	ENSMUSG00000006369	85090150	1
ENSMUSG00000006373	X	35869732	ENSMUSG00000006373	35861859	1
ENSMUSG00000006386	4	94763213	ENSMUSG00000006386	94627526	1
ENSMUSG00000006390	4	118290150	ENSMUSG00000006390	118285290	1
ENSMUSG00000006392	4	118272979	ENSMUSG00000006392	118266534	1
ENSMUSG00000006395	4	118219941	ENSMUSG00000006395	118217187	1
ENSMUSG00000006398	4	118294549	ENSMUSG00000006398	118290098	-1
ENSMUSG00000006403	1	171088206	ENSMUSG00000006403	171077990	1
ENSMUSG00000006412	1	171186822	ENSMUSG00000006412	171173238	1
ENSMUSG00000006418	2	167358093	ENSMUSG00000006418	167334565	1
ENSMUSG00000006423	X	36137764	ENSMUSG00000006423	36087390	-1
ENSMUSG00000006442	4	148679450	ENSMUSG00000006442	148675960	1
ENSMUSG00000006445	4	141056695	ENSMUSG00000006445	141028551	1
ENSMUSG00000006462	2	167571092	ENSMUSG00000006462	167533097	1
ENSMUSG00000006476	2	24952893	ENSMUSG00000006476	24944367	1
ENSMUSG00000006494	2	71734202	ENSMUSG00000006494	71703568	1
ENSMUSG00000006498	10	79700605	ENSMUSG00000006498	79690261	1
ENSMUSG00000006517	8	123170161	ENSMUSG00000006517	123160340	-1
ENSMUSG00000006519	8	123159669	ENSMUSG00000006519	123151515	-1
ENSMUSG00000006526	14	30599167	ENSMUSG00000006526	30547547	1
ENSMUSG00000006527	14	30544678	ENSMUSG00000006527	30436806	1
ENSMUSG00000006576	1	75538816	ENSMUSG00000006576	75522910	1
ENSMUSG00000006585	8	123300293	ENSMUSG00000006585	123294754	1
ENSMUSG00000006586	4	13893649	ENSMUSG00000006586	13743436	1
ENSMUSG00000006589	8	123303648	ENSMUSG00000006589	123301374	-1
ENSMUSG00000006599	7	46473224	ENSMUSG00000006599	46445527	1
ENSMUSG00000006611	13	23894837	ENSMUSG00000006611	23886017	-1
ENSMUSG00000006638	5	31112435	ENSMUSG00000006638	31107410	1
ENSMUSG00000006641	5	31206268	ENSMUSG00000006641	31193380	-1
ENSMUSG00000006649	7	30186648	ENSMUSG00000006649	30157740	1
ENSMUSG00000006651	7	30144960	ENSMUSG00000006651	30134407	-1
ENSMUSG00000006673	9	108437362	ENSMUSG00000006673	108394005	1
ENSMUSG00000006675	9	108474866	ENSMUSG00000006675	108456061	-1
ENSMUSG00000006676	9	108379536	ENSMUSG00000006676	108367801	1
ENSMUSG00000006678	X	92675761	ENSMUSG00000006678	92348373	-1
ENSMUSG00000006699	4	137085031	ENSMUSG00000006699	137047007	-1
ENSMUSG00000006715	13	24945906	ENSMUSG00000006715	24935828	-1
ENSMUSG00000006717	13	25015523	ENSMUSG00000006717	25001931	-1
ENSMUSG00000006720	13	22144949	ENSMUSG00000006720	22129264	1
ENSMUSG00000006728	10	126903789	ENSMUSG00000006728	126899403	1
ENSMUSG00000006731	10	127008199	ENSMUSG00000006731	127001094	1
ENSMUSG00000006732	10	126882234	ENSMUSG00000006732	126877283	1
ENSMUSG00000006736	10	126906133	ENSMUSG00000006736	126903149	-1
ENSMUSG00000006763	7	46360104	ENSMUSG00000006763	46335532	-1
ENSMUSG00000006782	11	100482555	ENSMUSG00000006782	100465730	1
ENSMUSG00000006800	2	165997583	ENSMUSG00000006800	165915009	-1
ENSMUSG00000006906	6	83549711	ENSMUSG00000006906	83520193	-1
ENSMUSG00000006920	11	101117289	ENSMUSG00000006920	101081941	-1
ENSMUSG00000006931	11	100305662	ENSMUSG00000006931	100299282	-1
ENSMUSG00000006932	9	120789573	ENSMUSG00000006932	120758282	1
ENSMUSG00000006941	9	120324396	ENSMUSG00000006941	120321298	1
ENSMUSG00000007080	5	110485340	ENSMUSG00000007080	110434172	1
ENSMUSG00000007207	5	135079954	ENSMUSG00000007207	135052336	1
ENSMUSG00000007216	6	48600161	ENSMUSG00000007216	48578997	1
ENSMUSG00000007379	3	103077085	ENSMUSG00000007379	103009920	1
ENSMUSG00000007411	12	111622655	ENSMUSG00000007411	111540957	1
ENSMUSG00000007415	5	3707185	ENSMUSG00000007415	3682932	-1
ENSMUSG00000007458	6	122294639	ENSMUSG00000007458	122285679	1
ENSMUSG00000007476	2	30153802	ENSMUSG00000007476	30127727	1
ENSMUSG00000007589	14	55919277	ENSMUSG00000007589	55912146	-1
ENSMUSG00000007594	8	70543512	ENSMUSG00000007594	70536107	1
ENSMUSG00000007610	8	71952227	ENSMUSG00000007610	71940747	1
ENSMUSG00000007613	4	47414931	ENSMUSG00000007613	47353222	1
ENSMUSG00000007617	13	93541637	ENSMUSG00000007617	93436143	1
ENSMUSG00000007646	11	87295780	ENSMUSG00000007646	87267471	-1
ENSMUSG00000007655	6	17341451	ENSMUSG00000007655	17306334	1
ENSMUSG00000007656	9	74967595	ENSMUSG00000007656	74944896	1
ENSMUSG00000007659	2	152673648	ENSMUSG00000007659	152622588	-1
ENSMUSG00000007721	8	71326579	ENSMUSG00000007721	71320871	-1
ENSMUSG00000007739	11	22953780	ENSMUSG00000007739	22940519	1
ENSMUSG00000007777	11	51579701	ENSMUSG00000007777	51576213	-1
ENSMUSG00000007783	7	44624275	ENSMUSG00000007783	44608796	-1
ENSMUSG00000007805	1	91775750	ENSMUSG00000007805	91729183	1
ENSMUSG00000007812	5	145184112	ENSMUSG00000007812	145168525	1
ENSMUSG00000007815	9	108215133	ENSMUSG00000007815	108183328	1
ENSMUSG00000007817	14	25667167	ENSMUSG00000007817	25459609	1
ENSMUSG00000007827	6	118539187	ENSMUSG00000007827	118478269	-1
ENSMUSG00000007833	7	44804008	ENSMUSG00000007833	44790108	-1
ENSMUSG00000007836	13	58276370	ENSMUSG00000007836	58273693	-1
ENSMUSG00000007837	7	44712101	ENSMUSG00000007837	44703008	-1
ENSMUSG00000007850	11	50277355	ENSMUSG00000007850	50267817	1
ENSMUSG00000007867	12	86209233	ENSMUSG00000007867	86129315	1
ENSMUSG00000007872	4	135873066	ENSMUSG00000007872	135870808	1
ENSMUSG00000007880	4	133484080	ENSMUSG00000007880	133406319	-1
ENSMUSG00000007888	8	70956731	ENSMUSG00000007888	70945808	1
ENSMUSG00000007891	7	141941775	ENSMUSG00000007891	141929648	-1
ENSMUSG00000007892	9	61821824	ENSMUSG00000007892	61820566	-1
ENSMUSG00000007908	9	76043632	ENSMUSG00000007908	75922137	1
ENSMUSG00000007950	8	71916299	ENSMUSG00000007950	71909349	-1
ENSMUSG00000007987	5	136944258	ENSMUSG00000007987	136937004	1
ENSMUSG00000007989	14	65499912	ENSMUSG00000007989	65429898	-1
ENSMUSG00000008035	X	10585929	ENSMUSG00000008035	10581252	1
ENSMUSG00000008036	7	16483219	ENSMUSG00000008036	16472335	1
ENSMUSG00000008090	5	108854790	ENSMUSG00000008090	108840248	1
ENSMUSG00000008136	1	43236144	ENSMUSG00000008136	43162234	-1
ENSMUSG00000008140	7	44145953	ENSMUSG00000008140	44139361	-1
ENSMUSG00000008167	8	85793753	ENSMUSG00000008167	85786684	1
ENSMUSG00000008200	2	90611365	ENSMUSG00000008200	90575714	1
ENSMUSG00000008206	8	4581680	ENSMUSG00000008206	4543026	1
ENSMUSG00000008226	2	73168162	ENSMUSG00000008226	73142945	1
ENSMUSG00000008305	4	72119156	ENSMUSG00000008305	72035379	-1
ENSMUSG00000008307	5	3634356	ENSMUSG00000008307	3621566	1
ENSMUSG00000008318	7	100512653	ENSMUSG00000008318	100495054	-1
ENSMUSG00000008333	2	142914773	ENSMUSG00000008333	142904959	1
ENSMUSG00000008348	5	125467266	ENSMUSG00000008348	125463029	-1
ENSMUSG00000008373	7	3645485	ENSMUSG00000008373	3632984	1
ENSMUSG00000008384	7	27189741	ENSMUSG00000008384	27186335	1
ENSMUSG00000008398	10	93146997	ENSMUSG00000008398	93083276	-1
ENSMUSG00000008429	9	25063116	ENSMUSG00000008429	25019428	-1
ENSMUSG00000008435	7	4448648	ENSMUSG00000008435	4427769	-1
ENSMUSG00000008450	8	106605962	ENSMUSG00000008450	106587212	1
ENSMUSG00000008461	7	45270483	ENSMUSG00000008461	45266713	1
ENSMUSG00000008475	1	152651348	ENSMUSG00000008475	152642293	1
ENSMUSG00000008540	6	138133753	ENSMUSG00000008540	138117314	1
ENSMUSG00000008575	4	82623987	ENSMUSG00000008575	82208410	-1
ENSMUSG00000008604	3	88477032	ENSMUSG00000008604	88461065	1
ENSMUSG00000008682	X	73316741	ENSMUSG00000008682	73314418	1
ENSMUSG00000008683	7	117715411	ENSMUSG00000008683	117703595	-1
ENSMUSG00000008730	3	103698879	ENSMUSG00000008730	103647131	-1
ENSMUSG00000008734	7	118594434	ENSMUSG00000008734	118571270	-1
ENSMUSG00000008763	3	100592819	ENSMUSG00000008763	100469524	-1
ENSMUSG00000008822	12	85335212	ENSMUSG00000008822	85319172	-1
ENSMUSG00000008855	11	102120992	ENSMUSG00000008855	102085258	-1
ENSMUSG00000008859	13	18118824	ENSMUSG00000008859	18055156	-1
ENSMUSG00000008892	8	23083829	ENSMUSG00000008892	23067091	-1
ENSMUSG00000008932	4	107870729	ENSMUSG00000008932	107825529	1
ENSMUSG00000008958	3	95030362	ENSMUSG00000008958	95018333	1
ENSMUSG00000009013	5	115439058	ENSMUSG00000009013	115435169	-1
ENSMUSG00000009030	2	37249344	ENSMUSG00000009030	37240086	-1
ENSMUSG00000009035	15	79287769	ENSMUSG00000009035	79244884	-1
ENSMUSG00000009073	11	4799536	ENSMUSG00000009073	4715845	-1
ENSMUSG00000009076	11	4687669	ENSMUSG00000009076	4654678	1
ENSMUSG00000009079	11	5049266	ENSMUSG00000009079	5019689	-1
ENSMUSG00000009090	11	4992791	ENSMUSG00000009090	4936824	1
ENSMUSG00000009108	3	108008748	ENSMUSG00000009108	108000105	1
